Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,biaoqian,class
EGFR,0.0,17.0,0.0,0.0,3.0,1.0,29.0,7.0,96.0,434.0,23.0,0.0,0.0,124.0,4.0,0.0,36.0,8.0,0.0,694.0,0.0,540,6.681498285286242,2.68894983812042,18.691968718261467,8.396604781181859,0.108843386,0.15793543,0.15257256,0.19007403,-0.045978792,0.013418733,0.211434287,0.025857814,7.0,55086725.0,55275030.0,423489.1,336.0,4.011396e-06,0.41849,-0.01337574,3.0,180.8649,94.05405,0.8729966999999998,141.4164,15.1082,50.51123,0.017936716,800.0,3.752,1,1
ERBB2,0.0,5.0,0.0,1.0,6.0,1.0,1.0,6.0,16.0,313.0,5.0,0.0,0.0,96.0,7.0,0.0,8.0,7.0,0.0,442.0,0.0,363,6.681498285286242,2.68894983812042,20.293329069682787,7.826548487290915,0.031335298,0.09107986,0.09801236,0.112934776,-0.09005468,0.028468594,0.836267622,0.148268136,17.0,37844393.0,37884914.0,1284992.0,226.0,2.187234e-06,0.55466,0.03763767,25.0,49.10811,92.97297,0.9064641,116.1115,10.36066,58.98723,0.0006619839999999,122.0,3.422680412371134,1,1
ERCC2,0.0,17.0,0.0,1.0,1.0,0.0,1.0,0.0,28.0,142.0,4.0,1.0,0.0,57.0,2.0,0.0,4.0,4.0,0.0,246.0,0.0,220,6.681498285286242,2.68894983812042,20.288230754939764,7.754887502163467,0.00066979806,0.026704054,0.061312176,0.01761079,-0.082977824,0.027179386,0.189623962,0.008503651,19.0,45854649.0,45873845.0,1280459.0,215.0,2.123429e-06,0.5236,0.02319392,30.0,44.54054,82.51351,0.8829578000000001,85.50492,7.557377000000001,59.67763000000001,3.21e-05,32.0,2.5517241379310347,0,1
ESR1,0.0,50.0,0.0,4.0,4.0,1.0,3.0,0.0,2.0,134.0,11.0,0.0,0.0,52.0,3.0,0.0,12.0,3.0,0.0,249.0,0.0,221,6.681498285286242,2.68894983812042,17.75595420528452,9.152284842306582,-0.035051964,0.033634994,0.039320547,0.011072869,-0.13882452,0.046632174,1.438874975,0.264693394,6.0,152011631.0,152424406.0,221346.6,568.0,3.996023e-06,0.39642,-0.0001700249,7.0,46.48649,87.97296999999999,0.8098083,92.40328,7.406557,50.50163,0.0072868559999999,630.0,2.811320754716981,0,1
EWSR1,3.0,8.0,13.0,0.0,8.0,1.0,1.0,0.0,7.0,109.0,13.0,1.0,0.0,37.0,2.0,0.0,16.0,1.0,0.0,186.0,0.0,173,6.681498285286242,2.68894983812042,19.70526265613335,7.977279923499918,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.043860968,0.000160435,22.0,29663998.0,29696514.0,854819.9,251.0,2.235194e-06,0.5018,0.05051948,11.0,52.48649,95.75676,0.8713408000000001,115.5082,12.93115,48.30721,0.00380071,235.0,3.289473684210526,0,1
FGFR1,0.0,26.0,0.0,3.0,1.0,1.0,0.0,0.0,28.0,145.0,6.0,0.0,0.0,66.0,4.0,0.0,2.0,1.0,0.0,277.0,0.0,228,6.681498285286242,2.68894983812042,19.681854515871,8.57742882803575,0.013592087,0.08080154,0.100147605,0.07112533,-0.14788735,0.05880755,0.720673177,0.023631984,8.0,38268657.0,38326352.0,841062.1,381.0,2.329716e-06,0.440255,0.04749547,18.0,51.59459,95.91892,0.8639174999999999,116.282,13.3377,54.18917,0.00027044,44.0,2.328358208955224,0,1
FGFR2,40.0,0.0,0.0,9.0,8.0,5.0,2.0,4.0,31.0,269.0,9.0,0.0,0.0,59.0,3.0,1.0,16.0,12.0,0.0,412.0,0.0,323,6.681498285286242,2.68894983812042,17.639627579711057,8.59618975614441,-0.037000604,0.038229153,0.041446686,0.018942904,-0.13816085,0.04493292,0.1747763239999999,0.018282617,10.0,123237845.0,123357972.0,204199.6,386.0,2.242329e-06,0.44943,-0.008783812,3.0,51.21622,96.62162,0.8863514000000001,133.4689,16.13443,47.55254,6.55e-05,21.0,4.833333333333333,1,1
FGFR3,0.0,32.0,0.0,0.0,7.0,1.0,0.0,0.0,18.0,180.0,3.0,0.0,0.0,70.0,1.0,0.0,8.0,2.0,0.0,302.0,0.0,244,6.681498285286242,2.68894983812042,19.71295111397297,7.800899899920305,-0.0193886,0.031369213,0.047988664,0.018744614,-0.11356574,0.033802953,0.043991275,0.003794586,4.0,1795039.0,1810599.0,859387.6,222.0,2.373401e-06,0.57491,0.04176044,19.0,32.48649,59.72973,0.9197454,58.09508,5.016393,65.56951,0.000330134,38.0,2.605633802816901,1,1
FLT3,0.0,19.0,0.0,0.0,5.0,4.0,0.0,0.0,2.0,225.0,25.0,0.0,0.0,84.0,15.0,0.0,6.0,4.0,0.0,369.0,0.0,287,6.681498285286242,2.68894983812042,18.400798152345704,9.264442600226602,-0.028486986,0.041428544,0.055265438,0.022289244,-0.13791147,0.045298964,0.458867285,0.102589681,13.0,28577412.0,28674729.0,346091.5,614.0,3.0097930000000004e-06,0.446165,0.04212426,12.0,52.35135,95.56757,0.8730098,120.3574,14.10164,39.53419,5.36e-06,12.0,3.164705882352941,1,1
HRAS,0.0,5.0,0.0,4.0,1.0,0.0,0.0,1.0,10.0,143.0,2.0,0.0,0.0,8.0,0.0,0.0,4.0,1.0,0.0,169.0,0.0,163,6.681498285286242,2.68894983812042,20.909779577906527,7.888743248898258,-0.031046163,0.027115475,0.035561085,0.007564154,-0.1262163,0.039656762,0.4439186536272007,0.0288399977075919,11.0,532243.0,535550.0,1970020.0,236.0,2.9721550000000003e-06,0.57226,0.0415969,44.0,39.75676,74.56756999999999,0.9179915,92.88852,6.701639,63.37628,0.000264187,65.0,16.22222222222222,1,1
IDH1,1.0,11.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,551.0,4.0,0.0,0.0,16.0,2.0,0.0,4.0,5.0,0.0,585.0,0.0,577,6.681498285286242,2.68894983812042,17.990193176431262,9.076815597050832,0.001938822,0.015708273,0.04067348,0.007949388,-0.085202634,0.022196578,0.105898306,0.002753539,2.0,209100954.0,209119806.0,260367.1,539.0,3.381508e-06,0.42101,0.0167467,12.0,53.51351,98.24324,0.9023753,119.0492,11.30492,41.97784,0.000129593,50.0,32.94117647058823,1,1
IDH2,0.0,4.0,0.0,0.0,5.0,4.0,1.0,1.0,1.0,86.0,2.0,0.0,0.0,20.0,1.0,0.0,7.0,6.0,0.0,112.0,0.0,106,6.681498285286242,2.68894983812042,19.69967970392811,7.592457037268081,-0.0002860314,0.024747191,0.054448836,0.017913556,-0.08891032,0.023108762,0.4439186536272007,0.0288399977075919,15.0,90627214.0,90645708.0,851518.3,192.0,2.309423e-06,0.50917,0.0381749,17.0,46.13514,87.56756999999999,0.8990256999999999,130.5344,16.68525,57.58671,8.93e-06,14.0,4.476190476190476,1,1
JAK2,0.0,19.0,0.0,4.0,7.0,4.0,0.0,0.0,1.0,158.0,45.0,0.0,0.0,57.0,10.0,0.0,10.0,5.0,0.0,290.0,0.0,220,6.681498285286242,2.68894983812042,17.96401307865754,9.310612781659527,-0.037929375,0.048232585,0.05478021,0.024946721,-0.15674806,0.05294586,0.4439186536272007,0.0288399977075919,9.0,4985245.0,5128182.0,255684.9,634.0,2.221917e-06,0.39087,0.02805088,8.0,43.40541,92.94595,0.8125829999999999,128.7967,17.41311,34.23618,0.0005218,96.0,3.7413793103448274,1,1
KDM6A,0.0,38.0,3.0,1.0,53.0,27.0,2.0,1.0,8.0,202.0,71.0,0.0,0.0,59.0,49.0,0.0,67.0,33.0,0.0,414.0,0.0,407,6.681498285286242,2.68894983812042,15.85674161851601,8.594903589110126,-0.0010378478,0.014404621,0.021190919,0.008892329,-0.07202484,0.02539469,0.4439186536272007,0.0288399977075919,23.0,44732423.0,44971843.0,59340.0,443.4357224118317,2.145119e-06,0.3989433,0.03567596,4.0,30.94595,75.02703000000001,0.8702386000000001,63.53115,2.016393,37.83184,0.000118777,23.0,5.833333333333333,1,1
KIT,0.0,49.0,0.0,5.0,2.0,2.0,1.0,2.0,0.0,283.0,17.0,0.0,0.0,79.0,11.0,0.0,6.0,6.0,0.0,439.0,0.0,339,6.681498285286242,2.68894983812042,16.500832234177402,9.344295907915816,-0.0030407296,0.03278809,0.053345773,0.03181971,-0.09004211,0.021809736,0.169940458,0.029503724,4.0,55524095.0,55606879.0,92734.38,649.0,3.494402e-06,0.40931,0.0004208712,4.0,52.7027,97.72973,0.8809302999999999,119.3803,12.24262,41.8746,0.000193375,40.0,3.9375,1,1
KRAS,35.0,24.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,832.0,3.0,0.0,0.0,22.0,0.0,0.0,10.0,8.0,0.0,903.0,0.0,832,6.681498285286242,2.68894983812042,17.983675579592568,9.002815015607053,0.05009079,0.0613431,0.09805738,0.07162861,-0.062237162,0.01925551,0.236074447,0.003415085,12.0,25358180.0,25403854.0,259193.5,512.0,3.5557170000000004e-06,0.37867,0.0163317999999999,7.0,116.5405,95.45946,0.8833976999999998,104.9016,6.898361,33.15977,0.000268849,37.0,36.43478260869565,1,1
MAP2K1,0.0,12.0,0.0,4.0,1.0,1.0,5.0,0.0,0.0,102.0,3.0,1.0,0.0,22.0,0.0,0.0,7.0,1.0,0.0,143.0,0.0,135,6.681498285286242,2.68894983812042,18.94959164053788,7.434628227636725,-0.013205354,0.019630508,0.041350126,0.008925701,-0.09613648,0.024502821,0.135731779,0.0078186719999999,15.0,66679211.0,66783881.0,506284.5,172.0,2.00153e-06,0.437985,0.04311826,13.0,53.67568000000001,96.37838,0.7201622,146.1934,21.10164,47.01832,0.000169693,53.0,4.608695652173913,1,1
MDM2,0.0,12.0,0.0,9.0,6.0,1.0,1.0,0.0,2.0,65.0,3.0,0.0,0.0,22.0,2.0,0.0,8.0,1.0,0.0,114.0,0.0,103,6.681498285286242,2.68894983812042,19.04591933471157,7.839203788096943,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.090294832,0.001005247,12.0,69201971.0,69239211.0,541242.9,228.0,2.663268e-06,0.41862,0.03186443,9.0,52.67568000000001,95.21622,0.8835613000000001,160.2361,19.48197,37.12733,0.010626036,733.0,3.0869565217391304,0,1
MET,11.0,4.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,266.0,25.0,0.0,0.0,114.0,16.0,1.0,8.0,4.0,0.0,435.0,0.0,319,6.681498285286242,2.68894983812042,19.09049780724533,8.038918989292304,0.059699126,0.04137905,0.100732766,0.041106354,-0.06749747,0.020829897,0.242730146,0.026539571,7.0,116312459.0,116438439.0,558228.1,262.0,2.718768e-06,0.391515,0.002308467,5.0,57.24324,98.54054,0.9250968,164.4393,22.96393,40.78859,7.15e-05,34.0,2.7043478260869565,1,1
MTOR,0.0,19.0,0.0,0.0,6.0,6.0,2.0,0.0,3.0,446.0,30.0,0.0,0.0,130.0,6.0,0.0,9.0,6.0,0.0,633.0,0.0,464,6.681498285286242,2.68894983812042,19.138631788955657,8.703903573444663,-0.03157797,0.030439937,0.038751025,0.010028656,-0.13462771,0.04248348,0.4439186536272007,0.0288399977075919,1.0,11166589.0,11322608.0,577167.0,416.0,1.909957e-06,0.4621067,0.03177134,14.0,51.43243,97.97297,0.8810395000000001,134.7967,17.5377,49.31100000000001,0.001128728,128.0,3.725190839694657,0,1
NF1,2.0,63.0,0.0,4.0,106.0,38.0,7.0,0.0,10.0,427.0,229.0,0.0,0.0,145.0,89.0,0.0,153.0,43.0,0.0,924.0,0.0,749,6.681498285286242,2.68894983812042,18.818936928699387,8.632995197142957,-0.00809465,0.03665149,0.053153183,0.013179821,-0.111353904,0.05924048,0.195424709,0.016838874,17.0,29421945.0,29704694.0,462448.7,396.0,2.205685e-06,0.4001225,0.02610505,11.0,50.27027,95.78378,0.7789417,134.6164,17.37705,38.25856,8.03e-05,26.0,5.363013698630137,1,1
NRAS,0.0,17.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,294.0,6.0,0.0,0.0,9.0,5.0,1.0,6.0,4.0,0.0,329.0,0.0,316,6.681498285286242,2.68894983812042,19.19616793107981,8.885696373339396,-0.016631568,0.027677916,0.041893184,0.011433501,-0.12750997,0.039673816,0.102640145,0.004991088,1.0,115247079.0,115259515.0,600650.2,472.0,2.658445e-06,0.39544,0.01059793,15.0,44.89189,97.91892,0.8718149,154.8426,24.70164,42.64284,3.59e-05,18.0,30.7,1,1
NTRK1,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,187.0,6.0,0.0,0.0,95.0,11.0,0.0,4.0,0.0,0.0,304.0,0.0,257,6.681498285286242,2.68894983812042,20.522082445986843,7.707359132080882,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,1.443128701,0.035719135,1.0,156785542.0,156851642.0,1505782.0,208.0,3.04982e-06,0.51285,0.04542559,41.0,46.91892,88.83784,0.8683375,96.90164,9.622951,58.96913000000001,0.055172583,1945.0,2.125,0,1
NTRK2,0.0,18.0,0.0,27.0,4.0,1.0,0.0,1.0,30.0,165.0,12.0,0.0,0.0,98.0,4.0,0.0,6.0,2.0,0.0,352.0,0.0,289,6.681498285286242,2.68894983812042,14.08883957337093,9.436711542137212,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.32970008,0.056775054,9.0,87283466.0,87638505.0,17423.62,692.0,2.987381e-06,0.40614,0.001115233,6.0,53.75676,97.81081,0.8380421999999998,122.5574,15.59344,45.83853,4.8200000000000006e-05,24.0,1.8484848484848484,0,1
NTRK3,9.0,20.0,0.0,3.0,4.0,0.0,0.0,0.0,128.0,304.0,22.0,0.0,0.0,133.0,11.0,0.0,15.0,2.0,0.0,617.0,0.0,438,6.681498285286242,2.68894983812042,16.926014480537127,9.513727595952435,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.341523843,0.06784315,15.0,88419988.0,88799661.0,124518.7,730.0,5.588308e-06,0.4422125,-0.05718258,1.0,48.91892,90.02703000000001,0.8202466,95.30492,7.665574,50.93498,1.33e-05,11.0,2.514925373134328,0,1
PDGFRA,0.0,76.0,0.0,0.0,5.0,1.0,4.0,0.0,41.0,338.0,20.0,0.0,0.0,110.0,10.0,0.0,10.0,2.0,0.0,593.0,0.0,413,6.681498285286242,2.68894983812042,15.650139063950984,9.019590728357883,-0.0011032928,0.041930128,0.056525607,0.046525095,-0.089995936,0.021820772,0.497340495,0.073204642,4.0,55095264.0,55164411.0,51422.46,518.0,3.123991e-06,0.4356649999999999,0.02673092,6.0,54.16216,98.89189,0.888827,137.6164,16.57377,46.06022,0.000132803,29.0,3.324324324324324,1,1
PDGFRB,0.0,22.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,193.0,13.0,0.0,0.0,114.0,8.0,0.0,13.0,0.0,0.0,346.0,0.0,266,6.681498285286242,2.68894983812042,20.022556103222264,7.839203788096943,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.694056004,0.078511147,5.0,149493403.0,149535422.0,1065098.0,228.0,1.516316e-06,0.47661,0.0490575,17.0,46.16216,90.32432,0.8844624,117.6426,14.0,56.57327,0.000176997,47.0,1.8608695652173912,0,1
PIK3CA,0.0,10.0,0.0,2.0,1.0,2.0,45.0,0.0,1.0,1662.0,11.0,1.0,0.0,61.0,3.0,4.0,48.0,4.0,0.0,1751.0,0.0,1434,6.681498285286242,2.68894983812042,18.61644223145333,9.26209484537018,0.06910095,0.05638708,0.117577285,0.06212429,-0.060237072,0.01808568,0.117388251,0.001792412,3.0,178866311.0,178952495.0,401889.3,613.0,4.170388e-06,0.38477,0.01079402,4.0,61.27027,93.59459,0.9084126,163.1246,24.196720000000003,35.086,0.00023606,52.0,27.06451612903226,1,1
PTCH1,0.0,35.0,0.0,0.0,29.0,12.0,1.0,0.0,9.0,255.0,24.0,0.0,0.0,120.0,7.0,0.0,39.0,12.0,0.0,441.0,0.0,351,6.681498285286242,2.68894983812042,17.51185995639647,8.997179480937621,-0.020289466,0.024884606,0.043955907,0.009669211,-0.11391922,0.032279287,0.4439186536272007,0.0288399977075919,9.0,98205266.0,98279247.0,186892.9,510.0,2.180307e-06,0.44067,0.05274564,5.0,48.2973,91.16216,0.9030711,108.5344,12.83934,51.1038,0.001124455,88.0,2.462809917355372,1,1
PTEN,0.0,95.0,0.0,17.0,243.0,106.0,23.0,1.0,3.0,537.0,242.0,0.0,0.0,29.0,80.0,2.0,308.0,124.0,0.0,946.0,0.0,921,6.681498285286242,2.68894983812042,17.98636704591403,8.233619676759702,-0.058732234,0.048768587,0.030680696,0.0057896943999999,-0.17120755,0.080129474,0.601496055,0.073593628,10.0,89623195.0,89728531.0,259677.5,300.0,1.86171e-06,0.368245,0.03373138,14.0,42.02703,92.43243,0.8513978999999999,120.1967,12.92787,36.19084,0.000787944,90.0,32.2,1,1
RET,0.0,58.0,0.0,0.0,8.0,3.0,2.0,0.0,8.0,248.0,17.0,0.0,0.0,121.0,3.0,0.0,16.0,7.0,0.0,445.0,0.0,341,6.681498285286242,2.68894983812042,18.79255233724273,9.139551352398792,-0.023034291,0.027979275,0.041436497,0.009125219,-0.119950965,0.04068328,0.180856747,0.040269768,10.0,43572517.0,43625795.0,454068.1,563.0,3.861449e-06,0.505885,-0.01916108,3.0,44.51351,83.56756999999999,0.8745591999999999,102.2197,12.98689,55.486630000000005,0.0001403079999999,30.0,2.221311475409836,1,1
ROS1,0.0,21.0,0.0,8.0,19.0,9.0,0.0,0.0,3.0,585.0,62.0,1.0,0.0,161.0,23.0,0.0,21.0,10.0,0.0,861.0,0.0,574,6.681498285286242,2.68894983812042,17.363952493681527,8.280770770130601,0.0014500860297898,0.0299711588873905,0.057367087,0.0186526400956217,-0.096697303670753,0.0309440894036777,0.73299623,0.040927561,6.0,117609530.0,117747018.0,168681.7,310.0,3.878637e-06,0.380085,-0.01750335,14.0,49.40541,96.56757,0.9044038,121.0426,12.25246,39.77923,6.16e-07,6.0,4.191358024691358,0,1
SMARCB1,0.0,8.0,0.0,11.0,7.0,6.0,2.0,0.0,5.0,75.0,9.0,0.0,0.0,26.0,1.0,0.0,10.0,6.0,0.0,134.0,0.0,125,6.681498285286242,2.68894983812042,19.281740352959552,7.622051819456375,-0.02471587,0.032841243,0.05504757,0.015163207,-0.11244569,0.03759263,0.03277117,0.000241607,22.0,24129150.0,24176704.0,637355.2,196.0,3.05067e-06,0.51647,0.05239067,16.0,50.10811,91.43243,0.8798834999999999,151.4787,24.58689,54.12715,0.000671394,114.0,3.3703703703703702,1,1
TSC1,0.0,37.0,0.0,6.0,32.0,1.0,3.0,0.0,8.0,153.0,30.0,0.0,0.0,71.0,14.0,0.0,42.0,3.0,0.0,310.0,0.0,273,6.681498285286242,2.68894983812042,20.872371281246817,8.851749041416056,-0.019006921,0.026055621,0.0465394,0.010999513,-0.11047426,0.032706145,0.640895287,0.023478215,9.0,135766735.0,135820020.0,1919595.0,461.0,2.616422e-06,0.46821,0.03330065,11.0,54.45946,98.83784,0.8582209000000001,182.1279,22.97705,45.90535,9.04e-05,40.0,2.75,1,1
TSC2,0.0,1.0,0.0,1.0,19.0,2.0,3.0,0.0,3.0,227.0,26.0,0.0,0.0,129.0,15.0,0.0,23.0,2.0,0.0,401.0,0.0,326,6.681498285286242,2.68894983812042,20.71574838057862,7.507794640198697,0.010492235,0.024627492,0.06698952,0.017213799,-0.0761076659999999,0.023600992,0.8485762170000001,0.008460025,16.0,2097990.0,2138712.0,1722112.0,181.0,2.021881e-06,0.59901,0.04351756,46.0,41.7027,84.40541,0.8844472,104.9311,12.23279,59.59984,0.000271804,56.0,2.076923076923077,0,1
