Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum,exp_mean,exp_var,exp_ccle,rep_time,all_mean,all_var,up_mean,up_var,down_mean,down_var,dnam_mean,dnam_var,chr,start,end,expression_CCLE,replication_time,noncoding_mutation_rate,local_GC_content,HiC_compartment,local_gene_density,wgs_mean_depth,wgs_percent_20x,capture_on_target_rate,capture_mean_depth,capture_pct200,capture_mean_percentGC,gene_betweeness,gene_degree,nonsilent_to_silent,label,class
HKR1,0,4,0,6,2,0,1,0,1,119,10,0,0,58,1,1,5,1,0,197,0,162,6.681498285,2.688949838,17.80383661,9.876516947,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.598933544,0.107149434,19,37825580,37855355,228816.3,939,3.83E-06,0.51613,-0.06268315,17,63.45946,99.59459,0.9357179,116.2787,9.901639,48.97822,0,1,2.203389831,0,0
TCF23,0,0,0,0,1,0,0,0,0,53,2,0,0,25,3,0,1,0,0,83,0,77,6.681498285,2.688949838,20.21145345,7.900866808,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,2,27371945,27375819,1214097,238,1.98E-06,0.51674,0.049806,24,50.56757,90.35135,0.9321967,131.5738,21.37705,60.18523,0,1,2.230769231,0,0
TMEM191A,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,28,0,27,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
DCAF12L1,0,36,0,23,2,0,0,0,0,231,16,1,0,118,2,0,5,1,0,423,0,341,6.681498285,2.688949838,13.4655562,8.594903589,0.006296677,0.009546664,0.022368683,0.006422704,-0.045870963,0.016129255,0.443918654,0.028839998,23,125683368,125686842,11310.92,443.4357224,6.72E-06,0.36131,-0.01631908,2,24.16216,51.54054,0.9758044,88.88525,3.904918,61.39938,0.000152065,24.91374182,2.092436975,0,0
SNAP23,0,25,0,0,3,1,0,0,0,24,2,0,0,5,0,0,3,1,0,56,0,52,6.681498285,2.688949838,19.07494448,8.076815597,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.087106727,0.002189647,15,42787835,42825256,552242.3,269,1.92E-06,0.43266,0.03892431,19,52.97297,97.67568,0.8482874,103.4,7.281967,37.72342,0.000268085,56,4.5,0,0
IGSF21,0,10,0,0,1,1,0,0,0,135,6,0,0,83,0,0,1,1,0,234,0,194,6.681498285,2.688949838,15.75736709,9.436711542,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,18434240,18704979,55390.12,692,2.68E-06,0.4952575,0.03090087,7,43.89189,87.21622,0.7797127,116.8918,14.09508,57.96581,3.20E-05,31,1.69047619,0,0
SCNN1B,0,13,0,0,7,2,2,0,0,112,11,0,0,58,4,0,9,2,0,198,0,181,6.681498285,2.688949838,18.98956497,9.257387843,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.516042679,0.095780507,16,23313591,23392619,520508.5,611,2.69E-06,0.45555,0.03180175,6,44.16216,91.02703,0.8740393,116.9475,13.16393,56.76798,6.69E-06,18,2.186440678,0,0
CDC26,0,3,0,0,0,0,0,0,0,8,1,0,0,3,0,0,0,0,0,15,0,14,6.793944677,1.377658366,18.7016855,8.290018847,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.119379389,0.000623006,9,116029290,116037869,426351,312,2.32E-06,0.41168,0.02601161,14,50.89189,99.54054,0.8652014,229.8393,53.32787,41.82988,5.78E-06,27,2.25,0,0
LPPR5,8,27,0,8,3,2,0,0,14,87,11,3,0,38,5,0,6,2,0,198,0,170,6.681498285,2.688949838,15.19526569,9.888743249,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,1,99355803,99470449,37516.23,947,4.27E-06,0.37414,-0.01718246,2,37.21622,81.67568,0.8783612,99.4918,5.911475,41.47093,0.000152065,24.91374182,2.692307692,0,0
MMP7,0,4,0,2,4,1,0,0,0,42,4,0,0,15,0,2,5,1,0,68,0,67,6.681498285,2.688949838,19.00007842,8.491853096,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.337901127,0.049094652,11,102391240,102401478,524315.5,359,2.50E-06,0.40302,0.01717809,9,41.48649,90.64865,0.9327907,112.2426,6.891803,41.7763,2.45E-05,23,2.9375,0,1
PRSS55,0,5,0,2,2,1,0,0,0,88,5,1,0,52,1,0,2,1,0,154,0,136,6.681498285,2.688949838,16.26393357,9.30833903,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,8,10383081,10396327,78691.23,633,2.76E-06,0.44007,0.003060885,3,45.43243,93.40541,0.939119,176.0033,32.39016,53.89055,0.000152065,24.91374182,1.79245283,0,0
ZFAS1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,5,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
IGKJ4,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,1,0,0,0,19,0,18,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,1.714285714,0,0
ZNF80,0,6,0,20,4,0,1,0,0,90,14,0,0,40,0,0,6,0,0,169,0,150,6.681498285,2.688949838,18.64529183,9.2644426,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.670593179,0.051944649,3,113953481,113956425,410006.8,614,2.95E-06,0.40649,0.00960397,13,67.21622,98.89189,0.9506801,135.6721,16.26885,47.38213,0,1,2.536585366,0,0
MANEAL,0,12,0,0,0,0,0,0,21,44,1,0,0,23,2,0,4,3,0,96,0,88,6.681498285,2.688949838,18.76376155,8.554588852,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.154853222,0.0176714,1,38259774,38267278,445096.4,375,2.77E-06,0.48563,0.03260543,14,44.45946,85.81081,0.9225437,116.882,14.09836,56.71574,3.96E-06,7,1.958333333,0,0
IL20RB,0,12,0,17,1,1,0,0,16,47,3,0,0,29,5,1,3,2,0,127,0,114,6.681498285,2.688949838,17.07041449,8.721099189,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,3,136676707,136729920,137627,421,3.84E-06,0.41117,0.009335495,7,57.64865,98.35135,0.8866497,181.8426,28.19344,49.29826,1.58E-05,16,1.866666667,0,0
PKP4,0,35,0,2,4,5,1,1,49,198,23,0,0,78,3,0,18,6,0,375,0,298,6.681498285,2.688949838,17.69975069,9.057991723,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.260833556,0.027493068,2,159313476,159537938,212889.3,532,2.09E-06,0.3863,0.005140032,4,54.13514,98.32432,0.8897983,123.0164,14.24918,44.95106,4.31E-05,23,2.911392405,0,0
FAM227B,0,3,0,12,7,0,0,0,4,117,15,0,0,39,4,0,7,0,0,194,0,164,6.681498285,2.688949838,17.8717669,8.592457037,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,15,49620592,49913118,239848,385,2.77E-06,0.3672525,-0.01061027,9,40.56757,86.78378,0.503991,112.4656,12.50164,33.39658,0.000152065,24.91374182,3.4,0,0
PI4K2A,0,17,0,14,4,3,1,0,0,63,4,0,0,22,0,0,6,3,0,119,0,111,6.681498285,2.688949838,18.97352978,7.169925001,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,99400443,99436187,514755.2,143,1.90E-06,0.46509,0.05408804,20,44.24324,83.94595,0.8706033,104.5934,12.18033,49.10382,5.75E-05,11,3.043478261,0,0
PAPPA-AS1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
NINJ2,0,1,0,8,0,0,0,0,30,22,1,0,0,20,0,1,1,0,0,82,0,78,6.681498285,2.688949838,18.80051888,7.62935662,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.123758564,0.101274639,12,673463,772755,456582.4,197,3.35E-06,0.486235,0.03993375,8,54.94595,98.16216,0.7882863,123.5279,16.77705,57.0513,9.15E-08,4,1.095238095,0,0
MCM2,0,6,0,5,2,0,0,0,0,121,12,0,0,95,0,0,3,0,0,238,0,192,6.681498285,2.688949838,19.3738142,8.396604781,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.134130333,0.018989498,3,127317253,127341274,679357.8,336,2.76E-06,0.52221,0.04456161,6,53,93.48649,0.911684,155.7377,26.11148,57.20417,0.00074982,103,1.385416667,0,0
TCP11,0,6,0,1,5,4,1,0,15,83,8,0,0,22,0,0,8,4,0,133,0,126,6.681498285,2.688949838,19.25512472,7.636624621,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.71910036,0.02427435,6,35085849,35109187,625704.7,198,2.28E-06,0.45421,0.02912312,13,52.67568,95.13514,0.9050768,149.4623,19.82951,45.06112,7.43E-07,3,4.130434783,0,0
MYL4,0,1,0,2,0,0,1,0,7,35,1,0,0,19,2,0,1,0,0,67,0,60,6.681498285,2.688949838,19.8727942,7.330916878,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.749154725,0.02629532,17,45286428,45301044,960078.4,160,2.61E-06,0.424885,0.02171923,11,52.32432,97.67568,0.8450969,132.0426,18.74426,53.10907,3.33E-06,5,1.9,0,0
PSMF1,0,26,0,9,2,0,0,0,15,52,1,0,0,19,1,0,3,0,0,122,0,106,6.681498285,2.688949838,18.9995291,9.044394119,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,20,1093906,1148424,524115.9,527,2.85E-06,0.45027,0.01404914,20,53.21622,93,0.7931792,142.7639,23.91475,51.8638,4.43E-05,38,2.7,0,0
FLT3,0,19,0,0,5,4,0,0,2,225,25,0,0,84,15,0,6,4,0,369,0,287,6.681498285,2.688949838,18.40079815,9.2644426,-0.028486986,0.041428544,0.055265438,0.022289244,-0.13791147,0.045298964,0.458867285,0.102589681,13,28577412,28674729,346091.5,614,3.01E-06,0.446165,0.04212426,12,52.35135,95.56757,0.8730098,120.3574,14.10164,39.53419,5.36E-06,12,3.164705882,1,1
TMTC3,0,34,0,2,13,9,0,0,1,132,15,2,0,35,3,0,19,10,0,217,0,198,6.681498285,2.688949838,17.19117684,8.74819285,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.105402668,0.00110957,12,88536073,88593663,149643.2,429,3.45E-06,0.34167,-0.008922925,4,41.51351,87.75676,0.9347435,123.7607,11.56721,34.02455,1.01E-05,10,4.416666667,0,0
IGLJ3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,0,3,0,0,9,0,12,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,2.25,0,0
CTXN1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,4,6.681498285,2.688949838,19.86157281,8.326429487,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.073968599,0.005980236,19,7989382,7991051,952639.8,320,2.48E-06,0.53288,0.02740313,30,19.08108,36.86486,0.9392323,15.27213,0.01311475,70.75248,0.000152065,24.91374182,0.5,0,0
ADPRH,0,11,0,8,2,0,0,0,16,67,7,0,0,37,0,0,2,0,0,146,0,125,7.777476913,1.051355748,18.14410255,9.21916852,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.078725818,0.019718438,3,119298523,119308791,289679.4,595,3.10E-06,0.419825,0.04000368,13,59.48649,98.78378,0.9452341,180.0656,29.6623,51.39197,1.64E-06,4,1.947368421,0,0
DDX41,0,8,0,1,0,0,0,0,0,93,7,0,0,46,2,0,0,0,0,157,0,140,6.681498285,2.688949838,20.09546914,8.442943496,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.042727953,0.000235772,5,176938579,176943967,1120311,347,3.25E-06,0.58274,0.04082487,26,46.72973,88.83784,0.9479252,155.2328,24.83934,57.76322,0.000109679,18,2.170212766,0,0
KCTD15,2,28,0,2,2,1,2,0,29,43,1,0,0,19,0,0,9,4,0,116,0,107,6.681498285,2.688949838,19.37645844,9.226412193,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.216769734,0.010241687,19,34287751,34306665,680604.1,598,2.72E-06,0.50523,-0.02639062,13,48.21622,86.54054,0.8429003,83.32131,7.468852,52.91009,2.66E-05,9,2.25,0,0
DYDC2,0,13,0,0,0,0,0,0,2,44,3,0,0,13,2,0,1,0,0,76,0,65,6.681498285,2.688949838,18.37574031,9.226412193,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,82116558,82127829,340132.2,598,3.05E-06,0.41144,-0.007341674,12,53.27027,97.67568,0.9072936,180.3639,38.34098,43.81025,0,1,3.5,0,0
CEP112,0,10,0,4,15,0,2,0,25,139,31,0,0,43,12,0,19,0,0,262,0,213,6.681498285,2.688949838,17.07533081,9.605479518,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,17,63631659,64187987,138096.8,778,2.35E-06,0.3936833,-0.03761382,4,49.97297,94.08108,0.7507048,136.518,16.92131,38.08199,6.05E-08,2,4.136363636,0,0
LYPLA2,0,12,0,1,4,1,1,0,35,27,0,0,0,18,2,0,17,7,0,77,0,88,6.681498285,2.688949838,19.78507182,7.994353437,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.07603419,0.000258108,1,24117646,24122027,903440.6,254,1.90E-06,0.48192,0.03223257,18,37.7027,75.51351,0.9107961,123.8918,16.35082,59.85632,3.30E-05,19,1.578947368,0,0
C11orf85,0,1,0,2,0,0,0,0,9,39,3,0,0,14,5,0,2,0,0,71,0,66,1.059524438,2.214701478,21.58758846,7.714245518,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,11,64705929,64727609,3151458,209,2.14E-06,0.52098,0.05188589,37,53.75676,98.94595,0.8121104,126.7967,11.57377,43.91931,0.000152065,24.91374182,3.133333333,0,0
DYNLL2,0,15,0,0,0,0,2,0,0,13,1,0,0,8,0,0,2,0,0,37,0,37,6.681498285,2.688949838,19.71029592,8.463524373,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.812081202,0.027293229,17,56160780,56167618,857807.4,352,2.19E-06,0.43222,0.01069357,6,57.72973,98.72973,0.87958,101.0918,7.003279,47.83456,0.00025735,36,1.555555556,0,0
ERMAP,0,3,0,0,1,1,0,0,28,65,4,0,0,22,0,0,3,2,0,119,0,109,6.681498285,2.688949838,19.63100489,8.357552005,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.041258719,0.000281791,1,43282776,43310660,811934.1,327,1.71E-06,0.44594,0.02830443,15,53.56757,98.27027,0.8969001,129.2623,15.54426,47.17319,0,1,3.043478261,0,0
RP11-360O19.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.681498285,2.688949838,18.70293689,8.594903589,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10.31835141,73868703.71,73933525.05,651465.5733,443.4357224,3.07E-06,0.447931196,0.020079966,15.39417944,47.73935778,89.37432302,0.877165431,118.014852,14.70247779,49.34638959,0.000152065,24.91374182,0,0,0
PTGES,0,4,0,2,1,0,2,0,0,13,0,0,0,11,0,0,3,0,0,30,0,28,6.681498285,2.688949838,19.19556902,7.554588852,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.393701761,0.038610824,9,132500616,132515344,600400.9,187,2.40E-06,0.52012,0.04391731,21,46.48649,92.05405,0.8524267,76.67541,13.34754,61.01084,0,2,1.083333333,0,0
PAWR,0,14,0,0,3,0,0,0,0,40,6,0,0,8,2,0,3,1,0,69,0,63,6.681498285,2.688949838,17.81749773,8.62935662,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.084701637,0.004856753,12,79985747,80084790,230993.3,395,3.13E-06,0.395675,-0.007825195,2,39.59459,81.91892,0.8507768,96.19016,12.83607,34.37763,0.000283943,39,5.333333333,0,0
NHLH1,0,59,0,8,0,0,0,0,0,35,0,0,0,15,0,0,3,5,0,109,0,99,6.681498285,2.688949838,19.91394094,9.041659152,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.586242759,0.039942183,1,160336861,160342638,987854.8,526,2.81E-06,0.44022,0.02785902,27,40.86486,71.78378,0.821632,63.82623,3.268852,62.12828,0.000109931,9,2.1875,0,0
FBXO15,1,5,0,1,9,2,1,0,1,104,10,0,0,37,3,0,10,2,0,162,0,145,6.681498285,2.688949838,17.19142266,9.896332404,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.074640832,0.001079279,18,71740588,71815100,149668.7,952,3.21E-06,0.41617,-0.005512649,1,49.21622,97.45946,0.8943052,126.8852,15.26557,41.12721,0.000106264,6,3.131578947,0,0
CYP4F11,0,6,0,3,0,0,1,0,0,156,10,0,0,94,5,0,1,0,0,274,0,226,6.681498285,2.688949838,19.68605574,9.169925001,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.760235425,0.047378937,19,16023180,16045676,843514.9,575,3.08E-06,0.45522,0.0116796,24,49.32432,94.54054,0.903707,158.0098,24.19016,53.96288,0,1,1.8,0,0
GOLGA7B,0,2,0,0,1,1,0,0,1,28,2,0,0,12,1,0,1,1,0,46,0,44,6.681498285,2.688949838,19.05194201,8.531381461,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,10,99609996,99627781,543507.1,369,1.96E-06,0.49146,0.01210883,23,42.56757,80.78378,0.8872975,65.2459,1.606557,56.23196,2.21E-07,3,2.461538462,0,0
CYB561,0,3,0,1,1,0,0,0,12,39,1,0,0,12,1,0,2,0,0,68,0,63,6.681498285,2.688949838,19.73822308,8.06608919,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.230262831,0.050266064,17,61509666,61523722,874574.3,267,2.12E-06,0.47176,-0.02000917,6,44.78378,86.48649,0.8447129,77.40328,3.422951,61.54624,2.41E-07,2,3.153846154,0,0
FAM172A,0,11,0,1,3,1,1,0,1,63,9,0,0,17,2,0,5,1,0,103,0,94,6.681498285,2.688949838,18.01046965,9.283088353,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.443918654,0.028839998,5,92953432,93447404,264052.3,622,2.78E-06,0.3721567,0.006089861,3,32.86486,73.08108,0.5732054,113.6951,10.06557,38.12005,1.01E-05,4,4.166666667,0,0
FLT4,0,21,0,0,12,7,4,0,24,300,19,0,0,167,9,0,19,7,0,537,0,409,6.681498285,2.688949838,19.70619077,9.011227255,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.703450403,0.084724479,5,180028507,180076624,855370,515,3.63E-06,0.47415,0.01347333,15,37.67568,71.67568,0.8862232,84.6459,5.567213,62.22099,0.000262109,18,1.994047619,0,1
STMN2,0,24,1,10,0,0,0,0,2,34,3,0,0,22,3,0,3,0,0,96,0,84,6.681498285,2.688949838,17.17001892,9.019590728,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,0.45907881,0.060256155,8,80523380,80577224,147464.6,518,4.42E-06,0.37034,-0.01206329,3,58.27027,97.45946,0.8463397,72.30164,2.134426,45.58155,4.20E-05,23,1.739130435,0,0
NTRK1,1,0,0,0,3,0,1,0,4,187,6,0,0,95,11,0,4,0,0,304,0,257,6.681498285,2.688949838,20.52208245,7.707359132,0.001450086,0.029971159,0.057367087,0.01865264,-0.096697304,0.030944089,1.443128701,0.035719135,1,156785542,156851642,1505782,208,3.05E-06,0.51285,0.04542559,41,46.91892,88.83784,0.8683375,96.90164,9.622951,58.96913,0.055172583,1945,2.125,0,1
