gene,transcript,protein_change,score,pvalue,qvalue,info
C9orf131,ENST00000312292,.,.,1.1811102229352168,0.327652999912,"PROT_RANGE=194-203,342-342,453-453,487-489,751-756,891-896,1014-1015;CLUSTER_MUT_COUNT=5,6,2,3,4,4,3"
ZFP36L2,ENST00000282388,.,.,1.9991421401298106,0.150455631138,"PROT_RANGE=123-148,151-164,164-169,195-195,232-240,249-251;CLUSTER_MUT_COUNT=15,17,5,2,6,3"
ZDHHC17,ENST00000426126,.,.,0.2077461276306637,0.640942179507,PROT_RANGE=601-607;CLUSTER_MUT_COUNT=4
ITGA2B,ENST00000262407,.,.,0.5489957540323339,0.50501227375,"PROT_RANGE=425-436,472-472,728-728,962-967;CLUSTER_MUT_COUNT=6,3,2,4"
CDC42BPB,ENST00000361246,.,.,0.3560430294171747,0.563495371383,"PROT_RANGE=448-448,470-474,512-518,1055-1055,1114-1118;CLUSTER_MUT_COUNT=2,4,4,2,3"
ZNF578,ENST00000421239,.,.,1.1132775841912097,0.346798185199,"PROT_RANGE=51-51,70-70,237-237,272-272,276-278,296-301,330-334,362-362,384-384,449-460;CLUSTER_MUT_COUNT=2,2,2,3,3,3,5,2,2,7"
F2,ENST00000311907,.,.,0.5644671700775706,0.501199994116,"PROT_RANGE=35-35,160-164,214-217,471-471;CLUSTER_MUT_COUNT=2,3,3,3"
RCAN2,ENST00000371374,.,.,0.7708634423664001,0.443436703313,"PROT_RANGE=76-87,234-234;CLUSTER_MUT_COUNT=6,2"
HDHD3,ENST00000238379,.,.,0.5318247519253481,0.507016084345,PROT_RANGE=86-86;CLUSTER_MUT_COUNT=3
GOLT1A,ENST00000308302,.,.,0.7454069406695153,0.450671158572,PROT_RANGE=71-74;CLUSTER_MUT_COUNT=3
NUFIP1,ENST00000379161,.,.,0.2787576015852732,0.597181533294,PROT_RANGE=175-177;CLUSTER_MUT_COUNT=4
EMILIN3,ENST00000332312,.,.,1.07595075088399,0.3560389863409999,"PROT_RANGE=306-310,359-363,456-460,605-606,627-627,721-721;CLUSTER_MUT_COUNT=3,3,4,3,2,2"
TMTC1,ENST00000539277,.,.,0.735881834217406,0.45445555733,"PROT_RANGE=144-154,274-274,344-358,409-409,714-721,754-761;CLUSTER_MUT_COUNT=6,2,7,2,5,5"
COL10A1,ENST00000327673,.,.,0.7773148682542639,0.440247637029,"PROT_RANGE=24-28,255-257,509-509,677-679;CLUSTER_MUT_COUNT=3,3,2,3"
FZD2,ENST00000315323,.,.,0.29587169909104694,0.590381149356,"PROT_RANGE=425-429,461-464;CLUSTER_MUT_COUNT=4,3"
UBIAD1,ENST00000376810,.,.,0.3030715579143128,0.585015789269,PROT_RANGE=219-229;CLUSTER_MUT_COUNT=5
ZNF600,ENST00000338230,.,.,0.38932931751613076,0.552991159042,"PROT_RANGE=112-112,155-161,606-607,658-658;CLUSTER_MUT_COUNT=2,4,3,2"
ZNF737,ENST00000427401,.,.,1.2819157332322477,0.297526273369,"PROT_RANGE=80-83,137-141,213-213,234-245,278-279,307-318,408-416,475-478,485-493;CLUSTER_MUT_COUNT=4,3,2,5,3,7,6,3,4"
ZBTB47,ENST00000232974,.,.,0.7354901904393477,0.454548587582,"PROT_RANGE=17-17,526-526,533-535;CLUSTER_MUT_COUNT=2,2,4"
ZNF680,ENST00000309683,.,.,0.3804089647020273,0.554287076072,"PROT_RANGE=307-312,341-348;CLUSTER_MUT_COUNT=3,4"
SCARA5,ENST00000354914,.,.,0.8941125658308945,0.404782835268,"PROT_RANGE=85-90,391-391,415-415,447-449;CLUSTER_MUT_COUNT=3,2,2,4"
ANKRD49,ENST00000544612,.,.,0.4084648900739978,0.546414709849,PROT_RANGE=28-28;CLUSTER_MUT_COUNT=2
LHX2,ENST00000373615,.,.,0.39015616250106333,0.552638861005,PROT_RANGE=188-189;CLUSTER_MUT_COUNT=4
RBM12B,ENST00000399300,.,.,0.4678563775832361,0.528653751213,"PROT_RANGE=349-352,473-473,488-488,702-706;CLUSTER_MUT_COUNT=4,2,2,3"
SLAMF8,ENST00000289707,.,.,0.7144612250599842,0.460183687831,"PROT_RANGE=102-103,122-122,159-166;CLUSTER_MUT_COUNT=3,2,5"
FOXK1,ENST00000328914,.,.,0.2215099350436876,0.6305983409920001,PROT_RANGE=243-244;CLUSTER_MUT_COUNT=3
FAM180A,ENST00000338588,.,.,0.3541556184584939,0.564483295721,PROT_RANGE=158-168;CLUSTER_MUT_COUNT=5
GDF15,ENST00000252809,.,.,0.35774777988261486,0.561794240277,PROT_RANGE=13-13;CLUSTER_MUT_COUNT=2
HEG1,ENST00000311127,.,.,0.6897078998417605,0.466578206102,"PROT_RANGE=241-241,334-343,489-490,634-634,1289-1289,1345-1345,1364-1364;CLUSTER_MUT_COUNT=2,5,3,2,2,2,2"
OTUD3,ENST00000375120,.,.,0.30603456362174264,0.582292273576,PROT_RANGE=89-89;CLUSTER_MUT_COUNT=2
TUBB1,ENST00000217133,.,.,0.24942653071381202,0.614675525221,PROT_RANGE=306-308;CLUSTER_MUT_COUNT=3
EFHD2,ENST00000375980,.,.,1.8471362276258543,0.173804619938,PROT_RANGE=159-163;CLUSTER_MUT_COUNT=3
ZSCAN29,ENST00000396976,.,.,0.17735589753080322,0.670969777914,PROT_RANGE=563-563;CLUSTER_MUT_COUNT=2
PPOX,ENST00000367999,.,.,0.6694308342124293,0.470111446076,"PROT_RANGE=237-238,355-359;CLUSTER_MUT_COUNT=3,3"
GBX2,ENST00000306318,.,.,0.32087909659588726,0.5773939064729999,PROT_RANGE=348-348;CLUSTER_MUT_COUNT=2
BEGAIN,ENST00000443071,.,.,0.519015619128061,0.514499630465,"PROT_RANGE=172-172,517-521;CLUSTER_MUT_COUNT=2,3"
C5orf56,ENST00000337752,.,.,4.046635567936201,0.0165522143718,"PROT_RANGE=33-33,82-82;CLUSTER_MUT_COUNT=2,2"
MARVELD3,ENST00000299952,.,.,1.1274660824721463,0.3407647854070001,"PROT_RANGE=292-293,311-311,337-338,372-380;CLUSTER_MUT_COUNT=3,2,3,5"
SNTB1,ENST00000395601,.,.,0.7719499786996646,0.442703816242,"PROT_RANGE=194-198,201-202,307-307;CLUSTER_MUT_COUNT=4,3,3"
MPPED2,ENST00000358117,.,.,1.4619361764503696,0.249573091388,"PROT_RANGE=8-25,45-45,91-91,243-245,253-256,262-266;CLUSTER_MUT_COUNT=7,2,2,3,3,4"
NACA2,ENST00000521764,.,.,2.1443499335626455,0.138051330061,"PROT_RANGE=4-6,15-18,65-77,97-97;CLUSTER_MUT_COUNT=3,4,7,2"
REG3G,ENST00000272324,.,.,1.7463285341301975,0.195154482714,"PROT_RANGE=2-17,40-52,65-75,81-94,122-137,137-141,145-156;CLUSTER_MUT_COUNT=9,10,8,8,7,4,7"
RAB3IL1,ENST00000394836,.,.,0.8938018929162754,0.404782835268,"PROT_RANGE=246-249,316-316;CLUSTER_MUT_COUNT=3,2"
ADRA2C,ENST00000330055,.,.,1.3336757577587295,0.283795751107,"PROT_RANGE=120-126,360-360,454-454;CLUSTER_MUT_COUNT=4,2,2"
CEP135,ENST00000257287,.,.,0.3504721970052003,0.566986293359,"PROT_RANGE=378-383,520-523,933-933,1046-1046;CLUSTER_MUT_COUNT=3,3,2,2"
ZNF695,ENST00000339986,.,.,0.5203393588635066,0.51392607658,"PROT_RANGE=204-209,358-363,468-468;CLUSTER_MUT_COUNT=3,4,3"
CMTM6,ENST00000205636,.,.,2.0733792600269325,0.141321189155,PROT_RANGE=71-71;CLUSTER_MUT_COUNT=2
PRAM1,ENST00000423345,.,.,0.42598531684407914,0.543075368711,"PROT_RANGE=149-149,162-165,504-504;CLUSTER_MUT_COUNT=2,4,2"
PARM1,ENST00000307428,.,.,0.42753150858005634,0.542584556788,"PROT_RANGE=142-142,249-249;CLUSTER_MUT_COUNT=3,2"
PGM2,ENST00000381967,.,.,0.2930195046038233,0.590381149356,"PROT_RANGE=382-382,416-416;CLUSTER_MUT_COUNT=2,2"
SIDT1,ENST00000264852,.,.,0.4452508042915799,0.535040097857,"PROT_RANGE=227-228,285-289,474-475,736-743;CLUSTER_MUT_COUNT=3,3,3,4"
QPRT,ENST00000395384,.,.,0.38095385393318687,0.5536959371869999,PROT_RANGE=86-86;CLUSTER_MUT_COUNT=2
ERRFI1,ENST00000377482,.,.,0.7990590416503478,0.435974511116,"PROT_RANGE=9-12,131-140,441-441;CLUSTER_MUT_COUNT=3,5,2"
CD52,ENST00000374213,.,.,5.468683731603654,0.00141846866648,PROT_RANGE=3-3;CLUSTER_MUT_COUNT=4
ERMN,ENST00000397283,.,.,0.8030842715694839,0.435364710862,"PROT_RANGE=8-8,172-189,240-240;CLUSTER_MUT_COUNT=2,8,2"
TTC9C,ENST00000316461,.,.,0.9402987085552863,0.39062456522,PROT_RANGE=128-128;CLUSTER_MUT_COUNT=2
RDH5,ENST00000257895,.,.,0.46743744964906425,0.528653751213,PROT_RANGE=238-238;CLUSTER_MUT_COUNT=3
ZNF845,ENST00000458035,.,.,0.1466817188542377,0.713979437905,PROT_RANGE=938-938;CLUSTER_MUT_COUNT=2
EZR,ENST00000367075,.,.,0.3777743820534028,0.555861667203,"PROT_RANGE=104-111,119-119;CLUSTER_MUT_COUNT=4,2"
LGALS2,ENST00000215886,.,.,1.3572432361090385,0.278659064799,"PROT_RANGE=16-16,102-103;CLUSTER_MUT_COUNT=2,3"
KRT19,ENST00000361566,.,.,0.5329273381388511,0.507016084345,"PROT_RANGE=107-107,241-241,322-327;CLUSTER_MUT_COUNT=2,2,3"
MAD2L1BP,ENST00000451025,.,.,0.35774777988261486,0.561794240277,PROT_RANGE=67-67;CLUSTER_MUT_COUNT=2
PRDM8,ENST00000339711,.,.,0.3941036353297722,0.55168640029,"PROT_RANGE=142-142,217-217;CLUSTER_MUT_COUNT=2,2"
KIAA1210,ENST00000402510,.,.,0.3773102521007778,0.556024237015,"PROT_RANGE=279-284,523-528,565-565,940-940,1141-1141,1536-1538,1613-1616,1701-1701,1705-1708;CLUSTER_MUT_COUNT=4,3,2,2,3,3,3,2,4"
IL2RG,ENST00000374202,.,.,1.166997269228339,0.3285003138,"PROT_RANGE=120-120,215-222,361-361;CLUSTER_MUT_COUNT=2,4,2"
CHRNB4,ENST00000261751,.,.,0.3876090674084855,0.5536959371869999,"PROT_RANGE=152-161,244-244,357-361;CLUSTER_MUT_COUNT=5,2,3"
FCN1,ENST00000371806,.,.,2.2135982116362105,0.126381050985,"PROT_RANGE=111-116,140-140,198-202,228-230,247-248,268-268,280-282,306-306,315-326;CLUSTER_MUT_COUNT=3,2,4,3,3,2,3,2,8"
ABI3,ENST00000225941,.,.,0.2914200626544612,0.591614769381,PROT_RANGE=84-89;CLUSTER_MUT_COUNT=3
ZNF75D,ENST00000370766,.,.,0.7200485139664198,0.458580347503,"PROT_RANGE=8-14,137-150,248-248,269-269,439-439;CLUSTER_MUT_COUNT=4,7,2,2,2"
CYP2A6,ENST00000301141,.,.,0.6921918341537732,0.466578206102,"PROT_RANGE=103-116,140-153,169-169,222-225,442-446;CLUSTER_MUT_COUNT=5,7,2,3,3"
PLBD2,ENST00000280800,.,.,1.01567599272819,0.374164604666,"PROT_RANGE=329-329,424-430,459-464;CLUSTER_MUT_COUNT=2,4,5"
NPTX1,ENST00000306773,.,.,1.1374465029316474,0.337589473071,"PROT_RANGE=164-171,222-225,263-263,330-335;CLUSTER_MUT_COUNT=4,3,3,3"
UGT1A9,ENST00000354728,.,.,2.0938725896254606,0.141321189155,"PROT_RANGE=120-120,132-132,164-179,191-191,216-227,254-254;CLUSTER_MUT_COUNT=3,2,8,2,9,2"
GAS2L3,ENST00000539410,.,.,0.23368402217680337,0.622192235019,"PROT_RANGE=211-211,388-388;CLUSTER_MUT_COUNT=2,2"
SFMBT1,ENST00000394752,.,.,0.6130617504047355,0.490048417444,"PROT_RANGE=369-369,513-513,803-807;CLUSTER_MUT_COUNT=2,2,4"
MMP13,ENST00000260302,.,.,1.418324277453104,0.263065373882,"PROT_RANGE=40-41,91-95,188-190,221-235,310-310,329-339,365-374,411-411;CLUSTER_MUT_COUNT=3,3,3,8,2,5,4,2"
GOLGA1,ENST00000373555,.,.,0.609140565108775,0.49092485642,"PROT_RANGE=234-234,315-315,509-509,696-696,708-719;CLUSTER_MUT_COUNT=2,2,2,2,5"
GSDMA,ENST00000301659,.,.,0.23634147709207162,0.622158827776,PROT_RANGE=285-289;CLUSTER_MUT_COUNT=3
BTF3,ENST00000380591,.,.,0.7170769132592271,0.458740360934,PROT_RANGE=72-75;CLUSTER_MUT_COUNT=4
PDE4B,ENST00000329654,.,.,0.7011863843997157,0.464368846008,"PROT_RANGE=141-146,169-170,471-471,542-543,551-552;CLUSTER_MUT_COUNT=3,3,2,3,3"
LRRC25,ENST00000339007,.,.,0.4275333652282212,0.542584556788,PROT_RANGE=184-186;CLUSTER_MUT_COUNT=3
CRYAA,ENST00000291554,.,.,0.8780372809948315,0.410928632324,"PROT_RANGE=41-54,155-163;CLUSTER_MUT_COUNT=6,4"
SLCO4A1,ENST00000217159,.,.,0.2855607948475441,0.595373924479,"PROT_RANGE=166-171,297-297;CLUSTER_MUT_COUNT=3,3"
LRRC41,ENST00000343304,.,.,0.636692978298978,0.481563115637,"PROT_RANGE=345-345,460-462,556-560,713-713;CLUSTER_MUT_COUNT=3,3,3,2"
MT1H,ENST00000332374,.,.,0.5785893775269915,0.494423335703,PROT_RANGE=23-37;CLUSTER_MUT_COUNT=7
ATP6V1B1,ENST00000234396,.,.,1.001718527582117,0.379000298494,"PROT_RANGE=20-23,202-202,264-270,383-383;CLUSTER_MUT_COUNT=3,2,5,6"
MAN2B1,ENST00000456935,.,.,0.6948525896460341,0.466578206102,"PROT_RANGE=350-352,373-381,801-807,899-899,963-963;CLUSTER_MUT_COUNT=3,4,4,4,2"
ANKRD30A,ENST00000361713,.,.,1.9817508548023237,0.153114111484,"PROT_RANGE=115-119,142-161,170-179,187-196,223-225,236-254,263-284,300-306,318-334,334-354,370-380,449-449,469-470,494-502,505-517,521-532,532-545,575-586,613-623,623-632,659-660,795-804,832-833,867-878,888-901,931-931,961-961,990-1000,1054-1054,1073-1078,1086-1091,1098-1104,1116-1133,1140-1146,1239-1243,1261-1276;CLUSTER_MUT_COUNT=4,11,4,7,3,10,12,6,9,12,5,2,4,7,8,6,8,9,6,6,3,7,3,6,8,5,2,9,2,9,4,5,9,5,6,7"
ATRNL1,ENST00000355044,.,.,0.7323037556027354,0.455612911131,"PROT_RANGE=185-185,208-209,395-397,464-469,630-630,646-646,744-755,914-914,924-926,1089-1089,1167-1172,1245-1245,1266-1276,1368-1376;CLUSTER_MUT_COUNT=2,3,3,3,2,2,5,2,3,2,4,2,8,8"
DHX34,ENST00000328771,.,.,0.5439055422104244,0.507016084345,"PROT_RANGE=176-180,566-566,614-614,758-758,938-938,1042-1042;CLUSTER_MUT_COUNT=3,2,3,2,3,2"
NNMT,ENST00000535401,.,.,0.8119117491031761,0.432766349992,"PROT_RANGE=147-158,198-200;CLUSTER_MUT_COUNT=6,3"
GOLPH3,ENST00000265070,.,.,0.3809555715062584,0.5536959371869999,PROT_RANGE=81-85;CLUSTER_MUT_COUNT=3
C16orf80,ENST00000262498,.,.,1.3220106907803777,0.287182774704,PROT_RANGE=99-100;CLUSTER_MUT_COUNT=4
ZNF626,ENST00000601440,.,.,1.6552095345728377,0.212117992915,"PROT_RANGE=35-35,64-65,113-118,165-169,186-187,216-226,279-285,340-340,422-422;CLUSTER_MUT_COUNT=2,3,8,3,3,6,5,2,3"
RAB31,ENST00000578921,.,.,0.8020866061788279,0.435364710862,PROT_RANGE=165-169;CLUSTER_MUT_COUNT=3
TARSL2,ENST00000335968,.,.,0.6942980178915296,0.466578206102,"PROT_RANGE=155-155,251-256,296-296,698-698,742-742;CLUSTER_MUT_COUNT=2,3,2,2,2"
PGAP3,ENST00000300658,.,.,0.35774777988261486,0.561794240277,PROT_RANGE=187-187;CLUSTER_MUT_COUNT=2
CTNNA1,ENST00000302763,.,.,0.24594108509061524,0.615556020597,"PROT_RANGE=375-379,726-731;CLUSTER_MUT_COUNT=3,4"
ESRP1,ENST00000433389,.,.,1.4729120067693027,0.246189008215,"PROT_RANGE=230-237,354-357,469-481,508-515;CLUSTER_MUT_COUNT=6,4,5,22"
GOLIM4,ENST00000470487,.,.,0.18197982754856562,0.665710691908,PROT_RANGE=631-631;CLUSTER_MUT_COUNT=3
PON2,ENST00000222572,.,.,1.0186434376458566,0.37294211133,"PROT_RANGE=65-65,188-188;CLUSTER_MUT_COUNT=3,2"
MED13,ENST00000397786,.,.,0.5031856745213121,0.519551515892,"PROT_RANGE=100-105,725-730,978-979,1004-1004,1196-1201,1362-1364,1634-1634,1944-1944,2016-2016,2104-2104,2111-2111;CLUSTER_MUT_COUNT=3,4,3,2,3,3,2,2,2,2,2"
KIF25,ENST00000443060,.,.,0.8150599000483683,0.431305678708,"PROT_RANGE=72-77,182-211,343-345;CLUSTER_MUT_COUNT=3,11,4"
FOLR1,ENST00000393679,.,.,0.6281594844971939,0.484559188828,"PROT_RANGE=20-20,223-226;CLUSTER_MUT_COUNT=2,3"
MED1,ENST00000300651,.,.,0.3095257816442317,0.582292273576,"PROT_RANGE=565-570,677-682,817-817,1484-1484,1558-1558;CLUSTER_MUT_COUNT=3,4,2,2,2"
ATP8B3,ENST00000310127,.,.,0.4728381912824267,0.527715267281,"PROT_RANGE=308-312,566-570,583-586,1102-1102,1208-1209;CLUSTER_MUT_COUNT=4,3,3,2,3"
IL18,ENST00000280357,.,.,1.078084160276997,0.355896406133,PROT_RANGE=192-192;CLUSTER_MUT_COUNT=3
UQCRC1,ENST00000203407,.,.,0.2548360021551707,0.610070058748,PROT_RANGE=292-296;CLUSTER_MUT_COUNT=3
RNF207,ENST00000377939,.,.,0.6632945925604982,0.472034987741,"PROT_RANGE=33-33,332-332,484-486;CLUSTER_MUT_COUNT=2,2,3"
CLNK,ENST00000226951,.,.,0.5081983899875648,0.517998556688,"PROT_RANGE=256-256,261-263;CLUSTER_MUT_COUNT=2,3"
LHX9,ENST00000367387,.,.,1.0632965883214844,0.360078482637,"PROT_RANGE=40-46,114-114,135-139,147-148,269-269,355-360;CLUSTER_MUT_COUNT=4,2,4,3,2,3"
NCKAP1,ENST00000360982,.,.,0.4004444299523214,0.550022883703,"PROT_RANGE=183-183,471-473,638-646,910-914;CLUSTER_MUT_COUNT=2,3,4,3"
AMY2B,ENST00000361355,.,.,1.5193291270195861,0.236834016141,"PROT_RANGE=14-18,35-49,76-78,87-94,98-100,107-107,176-178,186-195,352-352,387-390,499-499;CLUSTER_MUT_COUNT=5,7,3,4,3,4,4,7,2,3,2"
KCND2,ENST00000331113,.,.,1.866055612013158,0.172178820686,"PROT_RANGE=3-3,30-37,53-54,84-92,100-102,167-182,191-192,249-254,266-269,290-311,418-418,510-518,532-535,573-573,582-582,612-616,621-622;CLUSTER_MUT_COUNT=4,6,3,7,3,7,3,5,4,11,2,5,4,2,2,4,5"
GRAMD1B,ENST00000529750,.,.,0.6449126282808213,0.478300124727,"PROT_RANGE=240-240,296-311,505-512,538-539,562-562;CLUSTER_MUT_COUNT=2,6,5,3,2"
APEH,ENST00000296456,.,.,0.3941036353297722,0.55168640029,"PROT_RANGE=273-273,462-462;CLUSTER_MUT_COUNT=2,2"
TBC1D10A,ENST00000403477,.,.,0.2914196672880599,0.591614769381,"PROT_RANGE=68-71,260-260;CLUSTER_MUT_COUNT=3,2"
PDGFD,ENST00000393158,.,.,1.156519951145721,0.330309173498,"PROT_RANGE=34-37,137-145,268-276,296-299,317-321,345-353;CLUSTER_MUT_COUNT=4,4,4,3,3,6"
EPHA8,ENST00000166244,.,.,1.6317428570989867,0.218068314917,"PROT_RANGE=62-66,76-76,91-100,171-171,216-222,248-258,269-275,304-304,320-320,362-362,549-549,610-611,693-698,880-885;CLUSTER_MUT_COUNT=3,2,7,2,5,6,6,3,2,2,2,3,3,4"
FKTN,ENST00000223528,.,.,0.35080621059305533,0.566704103072,PROT_RANGE=438-438;CLUSTER_MUT_COUNT=3
RTKN2,ENST00000373789,.,.,0.21597584710751636,0.6346926233510001,PROT_RANGE=33-37;CLUSTER_MUT_COUNT=4
NXPH3,ENST00000328741,.,.,0.7125465844563802,0.460626669993,"PROT_RANGE=150-150,199-202;CLUSTER_MUT_COUNT=2,3"
ENAM,ENST00000396073,.,.,0.6237906527071865,0.486448880579,"PROT_RANGE=125-144,271-280,343-351,379-392,436-442,452-458,588-588,752-752,857-870,953-953,1059-1059;CLUSTER_MUT_COUNT=9,4,4,6,4,4,2,3,7,2,2"
SCG3,ENST00000220478,.,.,0.5812237742640521,0.494037403477,"PROT_RANGE=118-118,234-234,302-306;CLUSTER_MUT_COUNT=2,2,3"
COL15A1,ENST00000375001,.,.,0.9664421705202167,0.390184390419,"PROT_RANGE=54-54,103-106,234-234,251-251,342-342,392-402,517-517,586-589,728-731,759-777,920-920,955-960,1059-1061,1089-1093,1141-1145,1187-1192;CLUSTER_MUT_COUNT=2,3,2,2,2,7,2,3,3,9,2,3,3,3,3,3"
ELFN1,ENST00000424383,.,.,0.22292721258278533,0.628962735344,PROT_RANGE=167-167;CLUSTER_MUT_COUNT=2
TRIP4,ENST00000261884,.,.,0.45908152805987756,0.532693652043,"PROT_RANGE=82-82,172-172,499-501;CLUSTER_MUT_COUNT=2,2,3"
KCTD16,ENST00000507359,.,.,0.4110416073546943,0.546414709849,"PROT_RANGE=331-350,364-364,410-417;CLUSTER_MUT_COUNT=11,2,4"
RPTN,ENST00000316073,.,.,0.4917720171578236,0.523051269789,"PROT_RANGE=55-55,111-120,121-131,306-313,499-509,518-518,581-581,752-757;CLUSTER_MUT_COUNT=2,4,5,4,5,2,2,4"
PPP2R5B,ENST00000164133,.,.,1.9124761845252964,0.163592930212,"PROT_RANGE=32-33,161-164,180-180,187-189,241-241,307-307,325-327;CLUSTER_MUT_COUNT=3,3,2,3,2,2,3"
TMEM134,ENST00000308022,.,.,1.162105642515309,0.3285003138,PROT_RANGE=103-103;CLUSTER_MUT_COUNT=2
PLA2G2A,ENST00000375111,.,.,1.5038096038404338,0.236834016141,"PROT_RANGE=50-50,125-125;CLUSTER_MUT_COUNT=2,2"
TNPO3,ENST00000265388,.,.,0.25385116659123996,0.61013467562,"PROT_RANGE=153-157,285-286;CLUSTER_MUT_COUNT=3,3"
NSUN2,ENST00000264670,.,.,0.871189368068895,0.412827169341,"PROT_RANGE=200-205,233-255,361-370,602-602,667-670;CLUSTER_MUT_COUNT=5,9,4,2,4"
WDFY4,ENST00000325239,.,.,0.33291253967727447,0.572788819421,"PROT_RANGE=832-834,1440-1440,1780-1783,1800-1805,1843-1843,2181-2185;CLUSTER_MUT_COUNT=3,2,3,4,2,3"
RNF113A,ENST00000371442,.,.,0.8955164349760126,0.404782835268,"PROT_RANGE=87-96,99-105,124-129;CLUSTER_MUT_COUNT=5,4,5"
FLRT3,ENST00000378053,.,.,0.8847664984695116,0.408512741367,"PROT_RANGE=234-244,261-262,330-334,496-498,560-560,591-595;CLUSTER_MUT_COUNT=4,3,3,3,2,4"
VIM,ENST00000544301,.,.,0.6502220685456284,0.476244388811,"PROT_RANGE=57-57,155-156,390-390,407-407;CLUSTER_MUT_COUNT=2,3,2,3"
SLCO1B3,ENST00000381545,.,.,1.8253814822052645,0.178762022611,"PROT_RANGE=179-186,216-220,266-268,283-293,305-307,315-315,394-394,411-422,468-472,514-527,545-552,569-575,596-602,684-692;CLUSTER_MUT_COUNT=5,6,4,7,3,3,2,7,5,7,5,4,5,6"
FAM65A,ENST00000422602,.,.,0.522287479035206,0.512976026443,"PROT_RANGE=358-361,411-411,466-466,981-984;CLUSTER_MUT_COUNT=3,2,2,3"
